CPI_top5_full,CPI_full_mean,CPI_top5_recent,CPI_recent_mean
Sugar_and_sweets,4.588235294117647,Beef_and_veal,4.395238095238095
Fresh_fruits,4.576470588235294,Eggs,4.3047619047619055
Cereals_and_bakery_products,4.32156862745098,Fats_and_oils,3.5190476190476194
Food_away_from_home,4.2784313725490195,Food_away_from_home,3.423809523809524
Fresh_fruits_and_vegetables,4.268627450980392,Meats,3.3761904761904766
